	logFC	AveExpr	t	P.Value	FDR	B
TSPAN13	-0.153527901	11.32011674	0.900420119	0.396421569	0.743636217	-5.969161808
FBXL15	-0.445470726	5.582085232	0.900383993	0.396439571	0.743636217	-5.96919408
BTBD9	0.355701925	5.918805484	-0.900381351	0.396440887	0.743636217	-5.969196439
DPEP1	-0.298167426	5.808312112	0.900317649	0.396472634	0.743636217	-5.969253343
TRIM26	-0.139897811	12.22284183	0.900282138	0.396490331	0.743636217	-5.969285062
APC2	0.162927189	5.192240097	-0.900107562	0.396577343	0.7437271	-5.969440984
CLASP1	0.142453412	10.1343916	-0.899743593	0.396758798	0.743995064	-5.969765987
GPR82	0.242835195	4.958859004	-0.899295599	0.396982227	0.744341675	-5.970165874
SAA1	0.274089736	6.024037784	-0.899058038	0.397100743	0.744491527	-5.97037786
SLF1	0.193573914	8.636273804	-0.89882037	0.397219339	0.744615977	-5.970589898
CLCN2	0.370216531	9.013342812	-0.898770304	0.397244325	0.744615977	-5.970634559
CHST7	0.299906045	6.014543742	-0.898680128	0.397289331	0.744627982	-5.970714995
VWA2	0.243056745	5.268173142	-0.898598231	0.397330209	0.744632248	-5.970788041
COX7B2	0.209208042	7.418000962	-0.898387353	0.39743548	0.744685269	-5.970976103
C11orf40	-0.180841662	4.736608561	0.898277616	0.397490268	0.744685269	-5.971073953
KCNN2	-0.301343479	5.414109086	0.898202421	0.397527815	0.744685269	-5.971140998
VCY	-0.299832468	5.548539277	0.898196941	0.397530551	0.744685269	-5.971145883
SLC17A3	-0.204973954	5.143327233	0.89815494	0.397551524	0.744685269	-5.97118333
USPL1	-0.23466154	9.521769738	0.897960458	0.397648649	0.744794877	-5.971356703
ARGLU1	-0.233561274	7.671948375	0.897555249	0.397851067	0.74505475	-5.971717836
RIMBP2	-0.297278494	5.131186568	0.897528074	0.397864644	0.74505475	-5.971742049
FAM83F	-0.280571197	5.701674422	0.897430028	0.397913635	0.745074161	-5.971829409
CLEC4A	-0.233529191	5.677525535	0.896940247	0.398158429	0.745430134	-5.972265693
GLIPR2	-0.147747714	6.111102657	0.896895033	0.398181032	0.745430134	-5.972305958
GRPEL2	-0.15932311	7.988677972	0.896678048	0.398289521	0.745533857	-5.972499174
FKSG49	-0.147295935	13.49514003	0.896606067	0.398325516	0.745533857	-5.972563261
HDAC1	-0.148146071	11.93502286	0.896552341	0.398352383	0.745533857	-5.972611093
OR1J2	-0.262354398	5.161934619	0.896315326	0.398470926	0.74561051	-5.972822079
SPACA5	0.161971954	5.104599099	-0.896223918	0.39851665	0.74561051	-5.972903437
RPS2P32	0.533462712	12.52459364	-0.896141112	0.398558074	0.74561051	-5.972977132
SLITRK4	-0.229520199	5.149076069	0.896080017	0.39858864	0.74561051	-5.973031502
RBM42	0.154630712	10.71117619	-0.896078583	0.398589358	0.74561051	-5.973032778
BAHCC1	0.188491047	8.698067615	-0.895971825	0.398642772	0.74561051	-5.973127777
TMEM198	-0.212221104	5.053779884	0.895896262	0.398680582	0.74561051	-5.973195012
LINC00523	-0.210810987	4.808265964	0.895759794	0.398748875	0.74561051	-5.973316427
CIB4	-0.367032251	5.097633393	0.895746716	0.398755419	0.74561051	-5.973328061
LIM2	0.229718089	5.224397386	-0.895607254	0.39882522	0.74561051	-5.973452125
MROH7	-0.366532252	6.168278014	0.895546897	0.398855431	0.74561051	-5.973505812
MRPL43	-0.142269117	11.5460643	0.895543418	0.398857172	0.74561051	-5.973508906
STAT3	0.146449212	12.23909588	-0.895373306	0.398942329	0.745697435	-5.973660204
ITGB1	0.180533999	13.87429082	-0.89511534	0.399071491	0.745821373	-5.973889598
DCPS	0.143718903	10.21465791	-0.895086442	0.399085962	0.745821373	-5.973915291
NUCKS1	-0.138502099	11.65165205	0.894516715	0.399371337	0.746282387	-5.974421713
SLC7A10	0.319257145	5.515751216	-0.894229202	0.399515408	0.746328957	-5.974677181
SUGT1P3	0.503221149	5.504751674	-0.894229152	0.399515433	0.746328957	-5.974677225
ARID5A	0.187716368	6.794050508	-0.894198516	0.399530786	0.746328957	-5.974704443
VWA3A	0.345949515	8.224888446	-0.894158149	0.399551018	0.746328957	-5.974740305
CACNG2	0.288305932	5.195085717	-0.893951415	0.399654641	0.746450235	-5.974923946
GALNTL5	-0.198460392	4.761392859	0.893858651	0.399701145	0.746464815	-5.975006336
IL4I1	0.308603639	5.811664692	-0.893700607	0.399780382	0.74654052	-5.97514669
PCSK7	0.140368102	9.738811595	-0.893574215	0.399843759	0.746553532	-5.975258922
ABITRAM	0.169229905	10.05371525	-0.893414678	0.399923767	0.746553532	-5.975400567
HTR4	-0.144864867	5.315172348	0.893387483	0.399937406	0.746553532	-5.97542471
EFCAB12	-0.394714891	5.067365502	0.893378011	0.399942157	0.746553532	-5.975433119
LPCAT3	-0.146758578	12.78316331	0.892872917	0.400195545	0.746849026	-5.975881418
FXR2	0.167710534	10.39991107	-0.892842758	0.400210679	0.746849026	-5.97590818
CNTNAP4	-0.225926307	5.255694668	0.892823085	0.400220551	0.746849026	-5.975925636
FBP2	-0.24687814	4.949254323	0.892753788	0.400255325	0.746849026	-5.975987122
JUND	0.23904649	7.422582225	-0.892560603	0.400352282	0.746957686	-5.976158513
FBXL5	-0.16063169	10.34319512	0.892463043	0.400401251	0.746976803	-5.976245055
HEXA	0.153564659	9.640731804	-0.892298567	0.40048382	0.746992235	-5.976390939
TMEM177	0.150564571	8.765754624	-0.892292287	0.400486972	0.746992235	-5.976396509
STAM2	0.172688027	9.85454797	-0.891851558	0.400708285	0.747332767	-5.976787312
ZNF395	-0.138226982	10.38658948	0.891570828	0.4008493	0.74746312	-5.977036161
COL3A1	-0.361157337	6.69382378	0.891489637	0.40089009	0.74746312	-5.977108119
ACTRT2	-0.215937132	5.230629363	0.891362856	0.400953791	0.74746312	-5.977220474
TPH1	-0.275855523	5.069891547	0.891347656	0.400961429	0.74746312	-5.977233943
TRIM49	-0.282484692	5.122734114	0.891326775	0.400971921	0.74746312	-5.977252447
MYBPH	-0.293276933	5.450634421	0.891021753	0.401125214	0.747676623	-5.977522699
SOX30	-0.242072398	5.656333739	0.890840635	0.401216257	0.747735221	-5.977683135
KRTAP9-3	0.437614072	5.855675889	-0.890736643	0.401268538	0.747735221	-5.977775241
ANKRD37	0.277083309	6.966934101	-0.890727888	0.40127294	0.747735221	-5.977782995
VAT1	0.169225618	11.84308442	-0.890348042	0.401463947	0.748015891	-5.978119349
BAGE4	-0.208822497	5.851814764	0.890218521	0.401529092	0.748015891	-5.978234014
MMP15	-0.355433745	7.606962871	0.890197047	0.401539894	0.748015891	-5.978253023
BRAF	0.131775428	8.657529386	-0.890024635	0.401626626	0.748024686	-5.978405636
SIM1	0.161788897	5.0152069	-0.890003347	0.401637336	0.748024686	-5.978424477
FBN1	0.145673849	6.989744399	-0.889956413	0.401660949	0.748024686	-5.978466016
ZNF445	-0.148846877	7.645362364	0.889813939	0.401732635	0.748085967	-5.978592104
MAML2	-0.294288958	7.028516278	0.889677312	0.401801388	0.748120492	-5.978713001
HTR1E	-0.183502061	4.840570737	0.889622961	0.401828741	0.748120492	-5.978761091
C22orf42	-0.285956182	5.114597037	0.889453033	0.401914268	0.748207511	-5.978911427
SSX9P	-0.130131996	12.9329917	0.889288219	0.401997234	0.748275112	-5.979057217
TP53AIP1	0.14157779	5.964745393	-0.889226785	0.402028163	0.748275112	-5.979111554
ZNF808	0.301384866	6.911840472	-0.889110399	0.402086761	0.748311975	-5.979214487
EZHIP	-0.209426446	7.344787138	0.888975923	0.402154475	0.74836356	-5.979333406
TXNRD2	0.177639409	8.87357251	-0.888865404	0.402210132	0.74836356	-5.979431129
POM121L12	-0.27476693	4.863005132	0.888809193	0.402238442	0.74836356	-5.979480828
HAUS8	0.171177199	9.825088888	-0.88874721	0.40226966	0.74836356	-5.979535626
ARRDC2	0.275318003	8.074486201	-0.888625654	0.402330889	0.748402667	-5.979643085
CTNS	0.127685366	10.28208014	-0.888551435	0.402368277	0.748402667	-5.979708692
MUC6	0.26062619	5.084664471	-0.888449051	0.402419857	0.74842644	-5.979799186
ADAP2	-0.205525407	5.523548136	0.888211096	0.402539755	0.748522506	-5.980009478
TERF1	0.196958194	10.44076479	-0.887957023	0.402667803	0.748522506	-5.980233964
CDKN1B	-0.14816938	7.552781984	0.88793921	0.402676782	0.748522506	-5.980249701
PGAP1	0.180609045	5.563369864	-0.887893053	0.402700047	0.748522506	-5.980290477
CA5B	0.190034442	5.327046317	-0.887798845	0.402747537	0.748522506	-5.980373696
FBXL3	-0.395819475	5.595649092	0.887756888	0.402768688	0.748522506	-5.980410757
NCKAP5L	0.206937271	8.338436422	-0.887673688	0.402810633	0.748522506	-5.980484243
TBC1D3	-0.153685627	8.677629293	0.887521377	0.402887429	0.748522506	-5.980618759
C4orf17	-0.285571584	5.885302258	0.887432236	0.40293238	0.748522506	-5.980697476
COX8C	0.209371319	4.986018283	-0.887416404	0.402940363	0.748522506	-5.980711456
NELFCD	0.128479669	10.89732361	-0.887303874	0.402997114	0.748522506	-5.980810817
EIF4A1	0.140777504	13.4033382	-0.887283183	0.403007549	0.748522506	-5.980829085
CHD8	0.149210642	10.58753627	-0.887252455	0.403023047	0.748522506	-5.980856215
ZBTB34	0.365826758	7.775898627	-0.887219618	0.403039609	0.748522506	-5.980885206
GPATCH11	-0.185294445	7.850316806	0.887191949	0.403053565	0.748522506	-5.980909634
LINC01949	0.585488752	9.821884599	-0.886922316	0.403189582	0.748703027	-5.981147647
NIPSNAP3B	0.178544574	10.18405412	-0.886606651	0.403348863	0.748914996	-5.981426221
FANCC	0.194186675	8.423643222	-0.88654222	0.403381379	0.748914996	-5.981483071
DNAI4	-0.254881477	5.529744725	0.88638008	0.403463216	0.748940469	-5.98162612
UBP1	0.142304487	11.22742395	-0.886361191	0.403472751	0.748940469	-5.981642784
HES4	-0.350563013	5.582957489	0.885977125	0.40366665	0.749228296	-5.981981538
HSD11B2	0.169076205	6.374917447	-0.885799726	0.403756235	0.749293621	-5.982137968
TLE5	-0.173537053	11.54750567	0.885753595	0.403779533	0.749293621	-5.982178643
RANBP3	0.137616632	10.60127812	-0.885621468	0.403846268	0.749345374	-5.982295131
LIN7C	0.51889035	10.88717958	-0.885355838	0.403980457	0.749522268	-5.982529279
MYO19	-0.141966559	10.13142389	0.885278429	0.404019568	0.749522741	-5.982597502
CPED1	0.455452075	10.35906798	-0.885149517	0.404084707	0.749571497	-5.982711107
CCT8	0.180835523	12.40360436	-0.885040948	0.404139573	0.749601189	-5.982806775
GPANK1	0.141837778	10.41530668	-0.884642547	0.404340953	0.749902604	-5.983157751
OR4K13	0.201800518	4.956043229	-0.884520775	0.40440252	0.749944684	-5.983265003
EFNA5	-0.202185896	8.143165255	0.883971897	0.404680111	0.750314681	-5.983748283
NUP62CL	-0.177105444	7.999498639	0.883821727	0.404756083	0.750314681	-5.983880465
ARRDC1-AS1	0.258976494	7.189020974	-0.883731988	0.404801487	0.750314681	-5.983959445
MED29	-0.162997275	9.966439337	0.883724648	0.404805201	0.750314681	-5.983965905
MAP3K14-AS1	-0.266776983	5.165151087	0.883694765	0.404820322	0.750314681	-5.983992204
GARS1-DT	0.172324105	4.918942969	-0.883596364	0.404870114	0.750314681	-5.984078797
TMEM95	-0.209087994	5.390052023	0.883588066	0.404874314	0.750314681	-5.9840861
ARID3C	-0.310990174	5.27905338	0.883377721	0.404980768	0.750439866	-5.984271177
C11orf80	0.167723005	8.058286092	-0.883233326	0.405053857	0.750461682	-5.984398207
CRISP3	-0.292634744	5.253141401	0.882913589	0.405215734	0.750461682	-5.984679432
OSBPL9	0.158183367	9.909505547	-0.88285669	0.405244546	0.750461682	-5.984729469
SOX12	-0.137361118	10.2198527	0.882845622	0.405250151	0.750461682	-5.984739202
ABHD17B	0.147571279	8.952318546	-0.882837766	0.405254129	0.750461682	-5.98474611
B3GALT6	0.300667898	8.685430001	-0.882755725	0.405295675	0.750461682	-5.984818252
PDHB	-0.179086611	9.688102008	0.882536512	0.405406702	0.750461682	-5.985010985
HEPACAM2	0.235741243	4.963491079	-0.882533303	0.405408327	0.750461682	-5.985013806
FRRS1	0.277950505	7.752529991	-0.882531957	0.405409009	0.750461682	-5.98501499
SOAT2	-0.189337951	5.362989495	0.882497346	0.405426541	0.750461682	-5.985045417
FAM72D	-0.153613923	10.77801295	0.882387497	0.405482187	0.750461682	-5.985141979
SUMO3	0.148651131	11.35549698	-0.882308372	0.405522274	0.750461682	-5.985211528
CTSW	-0.432343594	5.465421834	0.882250197	0.405551747	0.750461682	-5.985262658
CCR4	-0.285873859	5.615700223	0.882214911	0.405569626	0.750461682	-5.985293671
PLGLB1	-0.25263459	5.541271013	0.882202127	0.405576103	0.750461682	-5.985304906
HHLA3	-0.206422075	7.476307773	0.882103995	0.405625827	0.750481701	-5.985391146
SPDL1	-0.134411216	11.43877043	0.88197668	0.405690345	0.750529083	-5.98550302
PITPNM1	0.239738627	7.117462719	-0.88163825	0.405861883	0.750774426	-5.985800344
OR6C3	-0.285403571	5.029451895	0.881527572	0.405917993	0.750806221	-5.98589756
WDR27	-0.230740214	7.56394073	0.881269956	0.406048617	0.750866939	-5.986123801
NT5C3B	0.161680431	9.674259128	-0.881019171	0.406175807	0.750866939	-5.986343992
KCMF1	-0.137112452	11.31675698	0.880999381	0.406185846	0.750866939	-5.986361366
CCAR1	0.196014583	9.198980889	-0.880980491	0.406195428	0.750866939	-5.98637795
CTLA4	0.236758962	5.810097898	-0.880811797	0.406281003	0.750866939	-5.98652603
DMRTC2	0.227963181	6.03581255	-0.880755909	0.406309357	0.750866939	-5.986575085
IDI2-AS1	0.224988729	6.31605385	-0.880746112	0.406314327	0.750866939	-5.986583683
BIRC6	-0.166726598	10.2495129	0.880713216	0.406331017	0.750866939	-5.986612555
OLFML2B	-0.29264213	5.451832827	0.880690139	0.406342726	0.750866939	-5.986632809
LINC02593	-0.301648238	5.509028512	0.880568492	0.40640445	0.750866939	-5.986739565
DHODH	0.181244114	7.740918939	-0.88049509	0.406441698	0.750866939	-5.986803978
ATP1A3	-0.28663906	5.065101946	0.880477155	0.406450799	0.750866939	-5.986819715
PGLS-DT	0.33230435	5.66433039	-0.880465238	0.406456847	0.750866939	-5.986830172
POTEG	-0.218314438	5.545993283	0.880351275	0.406514684	0.750901872	-5.986930165
FHIP1B	0.181659428	8.145127102	-0.880131952	0.406626008	0.75103559	-5.987122574
WWC2	0.133218033	9.9323624	-0.879759577	0.40681507	0.751287225	-5.987449165
REEP6	-0.23909771	8.17686309	0.879656733	0.406867297	0.751287225	-5.987539344
MYL7	0.278108666	5.853759083	-0.879633512	0.40687909	0.751287225	-5.987559705
ABHD17A	0.164344046	8.776187783	-0.879447222	0.406973708	0.751316133	-5.98772303
HEXA-AS1	0.359830662	5.629811933	-0.879397745	0.40699884	0.751316133	-5.987766403
MS4A3	0.193256141	5.130774414	-0.879240986	0.407078474	0.751316133	-5.987903809
PABIR3	0.285556553	6.530704524	-0.879214139	0.407092114	0.751316133	-5.98792734
LOC400499	0.458839989	5.504046394	-0.879166181	0.40711648	0.751316133	-5.987969373
AFF1	0.176675761	10.2566682	-0.879120133	0.407139876	0.751316133	-5.988009729
MCM3	0.130276507	10.97916872	-0.878997473	0.407202203	0.751316133	-5.988117221
FCRL6	0.314014103	5.634637046	-0.878982275	0.407209926	0.751316133	-5.988130538
MASP1	-0.165820221	6.18692187	0.878853464	0.407275386	0.751316133	-5.988243406
PLIN5	0.231263803	5.178964182	-0.878836062	0.40728423	0.751316133	-5.988258653
CRACDL	-0.184935778	5.362690326	0.878689885	0.407358527	0.751381333	-5.988386719
SMTN	0.202390746	7.965348962	-0.878454824	0.40747802	0.751529878	-5.98859262
GALNT17	-0.325434917	5.359860317	0.878183575	0.40761594	0.751712379	-5.988830165
ADAM5	0.150744964	4.897186544	-0.878099323	0.407658786	0.751719528	-5.988903936
SLC25A28	0.15820169	8.942554237	-0.877910214	0.407754969	0.75180532	-5.9890695
MRPL39	0.166248887	9.393272563	-0.877854598	0.407783259	0.75180532	-5.989118185
PGM1	-0.15425123	11.1097513	0.87766187	0.407881304	0.751884938	-5.989286879
KLHL14	-0.248120539	5.238157909	0.877616475	0.4079044	0.751884938	-5.989326609
COMMD10	0.172336364	9.14935387	-0.877452926	0.407987618	0.751966477	-5.989469733
ZG16B	-0.171698063	7.542708786	0.877267675	0.408081893	0.752068378	-5.989631823
MESP2	-0.316635458	5.335111795	0.877103122	0.408165648	0.752083806	-5.98977578
FAM71E1	0.2388917	5.453715922	-0.877098028	0.408168241	0.752083806	-5.989780235
UQCR10	0.150485605	10.11346705	-0.876586436	0.408428715	0.752182196	-5.990227653
ODAPH	0.147546353	4.778653107	-0.876496743	0.408474394	0.752182196	-5.990306074
CUZD1	0.174578728	5.248168664	-0.876442924	0.408501805	0.752182196	-5.990353125
ARVCF	-0.403011522	5.288669038	0.876427253	0.408509786	0.752182196	-5.990366825
NECAB2	0.413615337	5.889388654	-0.876318419	0.408565222	0.752182196	-5.990461966
SLC25A13	-0.138894147	12.04444631	0.876310883	0.408569061	0.752182196	-5.990468554
ERVV-1	-0.344799592	4.981962921	0.876261203	0.408594368	0.752182196	-5.99051198
NTRK3	-0.280170659	5.430924007	0.876144231	0.408653958	0.752182196	-5.990614219
DDX18	-0.136139508	11.43932702	0.876080272	0.408686543	0.752182196	-5.990670117
MINK1	-0.144818897	11.00804634	0.876039923	0.408707101	0.752182196	-5.990705379
LGSN	-0.4790833	5.474615088	0.876039417	0.408707359	0.752182196	-5.990705821
TRIP13	0.133804201	13.90957658	-0.876013339	0.408720646	0.752182196	-5.990728611
LMBR1L	0.13088967	8.67258621	-0.875984466	0.408735358	0.752182196	-5.990753843
C1QB	-0.251166176	5.646621542	0.875921297	0.408767546	0.752182196	-5.990809043
ZIC4	-0.226022874	5.32873489	0.875692477	0.408884157	0.752209703	-5.991008969
KRT72	-0.142957657	5.053256393	0.875687456	0.408886716	0.752209703	-5.991013356
ZBTB16	-0.456215522	6.030470164	0.875662415	0.408899479	0.752209703	-5.991035232
ADAM10	-0.154928204	10.3049517	0.875309074	0.4090796	0.752469293	-5.991343864
OR52I1	0.241586855	5.48538061	-0.874922558	0.409276699	0.752688335	-5.99168136
GSPT2	0.168330955	11.89520208	-0.874833423	0.409322161	0.752688335	-5.991759173
GOLGA5	-0.175163046	10.41553325	0.874694989	0.409392776	0.752688335	-5.991880011
SCAMP1	-0.157437468	9.158259558	0.87458371	0.409449546	0.752688335	-5.991977133
CDC42EP4	0.142886422	10.338625	-0.874577557	0.409452685	0.752688335	-5.991982503
RMDN1	-0.146214142	9.354364941	0.874360811	0.409563276	0.752688335	-5.992171648
BRCC3	0.151992183	9.61339895	-0.874342801	0.409572466	0.752688335	-5.992187363
FLJ36000	0.204108833	5.179246526	-0.87430247	0.409593047	0.752688335	-5.992222553
APP	-0.171401783	12.13081767	0.874199142	0.409645779	0.752688335	-5.992312704
HPCAL4	-0.204906809	5.007649402	0.874168658	0.409661337	0.752688335	-5.992339299
CXCR5	-0.338717435	5.640681231	0.87411707	0.409687666	0.752688335	-5.992384304
EIF4E	0.148161224	11.13147726	-0.874012692	0.409740943	0.752688335	-5.992475356
MT1L	0.223563276	6.673582155	-0.874004886	0.409744927	0.752688335	-5.992482165
DHRS7	-0.134430911	10.04783461	0.874004829	0.409744956	0.752688335	-5.992482214
ANKRD16	0.494843832	9.152903505	-0.873858537	0.409819636	0.752753835	-5.992609813
PLD4	0.418357918	6.440600928	-0.873565257	0.409969379	0.752900806	-5.992865566
AAGAB	-0.14511547	10.76327693	0.873488422	0.410008615	0.752900806	-5.992932558
UHRF1	0.131119585	11.0390773	-0.873472507	0.410016743	0.752900806	-5.992946433
AARD	0.317939009	5.381733708	-0.873262367	0.41012407	0.753026204	-5.993129626
GRAP	-0.212817531	5.059965178	0.873158688	0.41017703	0.753047836	-5.993219997
SNURF	-0.137923287	10.15294291	0.873024275	0.410245697	0.753047836	-5.993337144
SGMS2	0.16195881	8.064503355	-0.873010047	0.410252966	0.753047836	-5.993349543
OGDHL	-0.155781806	5.027902179	0.872799325	0.410360635	0.753173801	-5.993533165
CRYBB2P1	-0.171355032	7.477859553	0.872691599	0.410415686	0.75318898	-5.993627023
SLC5A9	-0.296370519	5.099708991	0.872630333	0.410446996	0.75318898	-5.993680398
CARD11	0.146456151	10.03195559	-0.872553147	0.410486446	0.753189721	-5.993747638
MUCL1	0.197653097	5.127387922	-0.872462688	0.410532682	0.753202914	-5.993826435
DEK	-0.178721304	11.16460865	0.872320496	0.410605369	0.753233566	-5.993950281
NRBP2	0.147914324	8.94767536	-0.872277236	0.410627485	0.753233566	-5.993987956
CATSPERD	0.130966801	5.13003731	-0.872190032	0.410672068	0.753243719	-5.994063898
LINC02870	-0.219643814	6.251030464	0.871721074	0.410911887	0.753611933	-5.994472186
SLX4IP	-0.269140806	5.965828204	0.871391444	0.411080516	0.753849525	-5.994759066
FAM161A	-0.31670837	6.672986526	0.871079663	0.41124006	0.753943483	-5.99503033
ATP6V1E1	-0.150011094	10.22023426	0.870941251	0.411310902	0.753943483	-5.99515073
CFTR	-0.214607829	5.004681304	0.870937657	0.411312742	0.753943483	-5.995153857
DDR2	-0.289129064	5.309038962	0.870934089	0.411314568	0.753943483	-5.99515696
ANKRD28	-0.13467171	8.116693446	0.870842145	0.411361632	0.753943483	-5.99523693
TMPRSS3	0.39171459	5.998240202	-0.870769529	0.411398805	0.753943483	-5.995300084
PKNOX2	0.233689533	5.164100398	-0.870744142	0.411411802	0.753943483	-5.995322163
